Name,Sex,Age,Height,Weight,Team,Year,Season,City,Sport,Event,Medal
Vitalina Igorevna Batsarashkina,F,19,162,60,Russia,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Air Pistol, 10 metres",Silver
Yelena Nikolayevna Batukhtina-Tyurina,F,29,184,82,Russia,2000,Summer,Sydney,Volleyball,Volleyball Women's Volleyball,Silver
Yelena Nikolayevna Batukhtina-Tyurina,F,33,184,82,Russia,2004,Summer,Athina,Volleyball,Volleyball Women's Volleyball,Silver
"Yanina Farkhadovna ""Yana"" Batyrshina",F,16,163,47,Russia,1996,Summer,Atlanta,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Silver
Aleksandr Vladimirovich Beketov,M,26,182,75,Russia,1996,Summer,Atlanta,Fencing,"Fencing Men's epee, Team",Silver
Anastasiya Aleksandrovna Belikova,F,21,177,55,Russia,2000,Summer,Sydney,Volleyball,Volleyball Women's Volleyball,Silver
David Sagitovich Belyavsky,M,24,165,55,Russia,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,Silver
Aleksandr Andreyevich Bessmertnykh,M,27,182,78,Russia,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
Aleksandr Aleksandrovich Blinov,M,22,185,95,Russia,2004,Summer,Athina,Shooting,"Shooting Men's Running Target, 10 metres",Silver
Irina Valeryevna Bliznova,F,21,182,68,Russia,2008,Summer,Beijing,Handball,Handball Women's Handball,Silver
Aleksey Petrovich Bondarenko,M,22,160,58,Russia,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Horse Vault,Silver
Lyubov Aleksandrovna Bruletova,F,26,150,48,Russia,2000,Summer,Sydney,Judo,Judo Women's Extra-Lightweight,Silver
Pavel Vladimirovich Bure,M,26,180,86,Russia,1998,Winter,Nagano,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
Valery Vladimirovich Bure,M,23,176,84,Russia,1998,Winter,Nagano,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
Irina Viktorovna Chashchina,F,22,165,46,Russia,2004,Summer,Athina,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Silver
Yuliya Anatolyevna Chepalova,F,25,164,54,Russia,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,Silver
Yuliya Anatolyevna Chepalova,F,29,164,54,Russia,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,Silver
Anna Sergeyevna Chepeleva,F,16,,,Russia,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Team All-Around,Silver
Sergey Vladimirovich Chepikov,M,27,182,75,Russia,1994,Winter,Lillehammer,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
Sergey Vladimirovich Chepikov,M,39,182,75,Russia,2006,Winter,Torino,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
Ivan Yuryevich Cherezov,M,25,173,73,Russia,2006,Winter,Torino,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
Yevgeny Aleksandrovich Chigishev,M,29,187,126,Russia,2008,Summer,Beijing,Weightlifting,Weightlifting Men's Super-Heavyweight,Silver
Revaz Baadurovich Chomakhidze,M,26,196,101,Russia,2000,Summer,Sydney,Water Polo,Water Polo Men's Water Polo,Silver
Olga Viktorovna Chukanova (-Khrzhanovskaya),F,24,180,76,Russia,2004,Summer,Athina,Volleyball,Volleyball Women's Volleyball,Silver
Olga Valeryevna Danilova,F,27,168,56,Russia,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Women's 5/10 kilometres Pursuit,Silver
Tuyana Norpolovna Dashidorzhiyeva,F,20,169,57,Russia,2016,Summer,Rio de Janeiro,Archery,Archery Women's Team,Silver
Albert Mikhaylovich Demchenko,M,34,185,95,Russia,2006,Winter,Torino,Luge,Luge Men's Singles,Silver
Albert Mikhaylovich Demchenko,M,42,185,95,Russia,2014,Winter,Sochi,Luge,Luge Men's Singles,Silver
Albert Mikhaylovich Demchenko,M,42,185,95,Russia,2014,Winter,Sochi,Luge,Luge Mixed Team Relay,Silver
Yevgeny Aleksandrovich Dementyev,M,23,182,77,Russia,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Silver
Yelena Vyacheslavovna Dementyeva (-Afinogenova),F,18,180,64,Russia,2000,Summer,Sydney,Tennis,Tennis Women's Singles,Silver
Aleksey Alekseyevich Denisenko,M,22,185,68,Russia,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Featherweight,Silver
Aleksandr Vladimirovich Denisyev,M,22,189,100,Russia,2014,Winter,Sochi,Luge,Luge Mixed Team Relay,Silver
Inna Vasilyevna Deriglazova,F,22,173,61,Russia,2012,Summer,London,Fencing,"Fencing Women's Foil, Team",Silver
Darya Andreyevna Dmitriyeva,F,19,174,,Russia,2012,Summer,London,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Silver
Yelena Viktorovna Dmitriyeva,F,25,175,66,Russia,2008,Summer,Beijing,Handball,Handball Women's Handball,Silver
Marina Viktorovna Dobrancheva-Logvinenko,F,34,154,63,Russia,1996,Summer,Atlanta,Shooting,"Shooting Women's Air Pistol, 10 metres",Silver
Aleksandr Mikhaylovich Dobroskok,M,18,175,65,Russia,2000,Summer,Sydney,Diving,Diving Men's Synchronized Springboard,Silver
Yelena Vladimirovna Dolgopolova,F,16,149,38,Russia,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Team All-Around,Silver
Dmitry Anatolyevich Dorofeyev,M,29,193,96,Russia,2006,Winter,Torino,Speed Skating,Speed Skating Men's 500 metres,Silver
Vladimir Petrovich Drachov,M,27,170,61,Russia,1994,Winter,Lillehammer,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
Dmitry Yevgenyevich Dugin,M,32,183,83,Russia,2000,Summer,Sydney,Water Polo,Water Polo Men's Water Polo,Silver
Svetlana Aleksandrovna Dyomina (Yakimova-),F,39,168,58,Russia,2000,Summer,Sydney,Shooting,Shooting Women's Skeet,Silver
Olga Aleksandrovna Fatkulina,F,24,172,62,Russia,2014,Winter,Sochi,Speed Skating,Speed Skating Women's 500 metres,Silver
Svetlana Aleksandrovna Fedotkina,F,26,180,75,Russia,1994,Winter,Lillehammer,Speed Skating,"Speed Skating Women's 1,500 metres",Silver
Svetlana Yevgenyevna Feofanova,F,24,164,52,Russia,2004,Summer,Athina,Athletics,Athletics Women's Pole Vault,Silver
Tatyana Pavlovna Firova,F,21,174,59,Russia,2004,Summer,Athina,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
Tatyana Pavlovna Firova,F,25,174,59,Russia,2008,Summer,Beijing,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
Tatyana Pavlovna Firova,F,29,174,59,Russia,2012,Summer,London,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
Oksana Aleksandrovna Domnina,F,25,173,56,Russia,2010,Winter,Vancouver,Figure Skating,Figure Skating Mixed Ice Dancing,Bronze
Yelena Viktorovna Berezhnaya,F,24,154,42,Russia,2002,Winter,Salt Lake City,Figure Skating,Figure Skating Mixed Pairs,Gold
Artur Valeryevich Dmitriyev,M,30,183,82,Russia,1998,Winter,Nagano,Figure Skating,Figure Skating Mixed Pairs,Gold
Ilya Izyaslavovich Averbukh,M,28,177,68,Russia,2002,Winter,Salt Lake City,Figure Skating,Figure Skating Mixed Ice Dancing,Silver
Yelena Viktorovna Berezhnaya,F,20,154,42,Russia,1998,Winter,Nagano,Figure Skating,Figure Skating Mixed Pairs,Silver
Artur Valeryevich Dmitriyev,M,26,183,82,Russia,1994,Winter,Lillehammer,Figure Skating,Figure Skating Mixed Pairs,Silver
"Ernest Frank ""Jack"" Cribb",M,46,,,Santa Maria,1932,Summer,Los Angeles,Sailing,Sailing Mixed 8 metres,Silver
Gaston Cailleux,M,,,,Sarcelle-3,1900,Summer,Paris,Sailing,Sailing Mixed 0-0.5 Ton,Bronze
Ramzy Al-Duhami,M,40,162,70,Saudi Arabia,2012,Summer,London,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
Khaled Al-Eid,M,31,175,57,Saudi Arabia,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Jumping, Individual",Bronze
Prince Abdullah Bin Moteb Al-Saud,M,27,178,69,Saudi Arabia,2012,Summer,London,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
Kamal Bahamdan,M,42,172,69,Saudi Arabia,2012,Summer,London,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
Hadi Soua'an Al-Somaily Jaadan,M,23,191,72,Saudi Arabia,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres Hurdles,Silver
Lorne Campbell Currie,M,29,,,Scotia,1900,Summer,Paris,Sailing,Sailing Mixed Open,Gold
Lorne Campbell Currie,M,29,,,Scotia,1900,Summer,Paris,Sailing,Sailing Mixed 0.5-1 Ton,Gold
Alexander Baird Burt,M,24,,,Scotland-3,1908,Summer,London,Hockey,Hockey Men's Hockey,Bronze
John Burt,M,31,,,Scotland-3,1908,Summer,London,Hockey,Hockey Men's Hockey,Bronze
"Alexander Guthrie ""Alastair"" Denniston",M,26,,,Scotland-3,1908,Summer,London,Hockey,Hockey Men's Hockey,Bronze
Robert E. Farnan,M,27,,,Seawanhaka Boat Club-1,1904,Summer,St. Louis,Rowing,Rowing Men's Coxless Pairs,Gold
El Hadji Amadou Dia B,M,29,190,72,Senegal,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres Hurdles,Silver
Milan Aleksi,M,26,193,96,Serbia,2012,Summer,London,Water Polo,Water Polo Men's Water Polo,Bronze
Dajana Butulija,F,30,175,65,Serbia,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Bronze
Saa ao,F,27,178,72,Serbia,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Bronze
Aleksandar iri,M,30,192,90,Serbia,2008,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,Bronze
Aleksandra Crvendaki,F,20,187,76,Serbia,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Bronze
Ana Dabovi,F,26,183,70,Serbia,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Bronze
Milica Dabovi,F,34,173,63,Serbia,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Bronze
Novak okovi,M,21,188,80,Serbia,2008,Summer,Beijing,Tennis,Tennis Men's Singles,Bronze
Filip Filipovi,M,21,196,101,Serbia,2008,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,Bronze
Filip Filipovi,M,25,196,101,Serbia,2012,Summer,London,Water Polo,Water Polo Men's Water Polo,Bronze
Milan Aleksi,M,30,193,96,Serbia,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Gold
Milo uk,M,25,191,91,Serbia,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Gold
Filip Filipovi,M,29,196,101,Serbia,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Gold
Stefan Birevi,M,26,210,104,Serbia,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Silver
Bogdan Bogdanovi,M,23,197,99,Serbia,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Silver
Tijana Bogdanovi,F,18,172,52,Serbia,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Women's Flyweight,Silver
Tijana Bokovi,F,19,193,82,Serbia,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Silver
Jovana Brakoevi-Kancian,F,28,196,82,Serbia,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Silver
Bianka Bua,F,22,187,74,Serbia,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Silver
Milorad avi,M,24,198,87,Serbia,2008,Summer,Beijing,Swimming,Swimming Men's 100 metres Butterfly,Silver
Vladimir Batez,M,26,192,85,Serbia and Montenegro,1996,Summer,Atlanta,Volleyball,Volleyball Men's Volleyball,Bronze
Dejan Brovi,M,30,,,Serbia and Montenegro,1996,Summer,Atlanta,Volleyball,Volleyball Men's Volleyball,Bronze
Aleksandar iri,M,22,192,90,Serbia and Montenegro,2000,Summer,Sydney,Water Polo,Water Polo Men's Water Polo,Bronze
ore uri,M,25,,,Serbia and Montenegro,1996,Summer,Atlanta,Volleyball,Volleyball Men's Volleyball,Bronze
Vladimir Batez,M,31,192,85,Serbia and Montenegro,2000,Summer,Sydney,Volleyball,Volleyball Men's Volleyball,Gold
Slobodan Bokan,M,25,197,87,Serbia and Montenegro,2000,Summer,Sydney,Volleyball,Volleyball Men's Volleyball,Gold
Miroslav Beri,M,23,198,92,Serbia and Montenegro,1996,Summer,Atlanta,Basketball,Basketball Men's Basketball,Silver
Dejan Bodiroga,M,23,205,110,Serbia and Montenegro,1996,Summer,Atlanta,Basketball,Basketball Men's Basketball,Silver
Aleksandar iri,M,26,192,90,Serbia and Montenegro,2004,Summer,Athina,Water Polo,Water Polo Men's Water Polo,Silver
Predrag Danilovi,M,26,201,99,Serbia and Montenegro,1996,Summer,Atlanta,Basketball,Basketball Men's Basketball,Silver
Vlade Divac,M,28,213,110,Serbia and Montenegro,1996,Summer,Atlanta,Basketball,Basketball Men's Basketball,Silver
"Aleksander ""Saa"" orevi",M,28,188,90,Serbia and Montenegro,1996,Summer,Atlanta,Basketball,Basketball Men's Basketball,Silver
John Peder Ditlev-Simonsen,M,37,180,,Silja,1936,Summer,Berlin,Sailing,Sailing Mixed 8 metres,Silver
"Olaf Christian Ditlev-Simonsen, Jr.",M,39,187,,Silja,1936,Summer,Berlin,Sailing,Sailing Mixed 8 metres,Silver
Feng Tian Wei,F,25,163,55,Singapore,2012,Summer,London,Table Tennis,Table Tennis Women's Singles,Bronze
Feng Tian Wei,F,25,163,55,Singapore,2012,Summer,London,Table Tennis,Table Tennis Women's Team,Bronze
Feng Tian Wei,F,21,163,55,Singapore,2008,Summer,Beijing,Table Tennis,Table Tennis Women's Team,Silver
Bjrn Bergvall,M,21,182,75,Sirene,1960,Summer,Roma,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Gold
Folke Ivar Reinhold Bohlin,M,42,,,Slaghoken,1948,Summer,London,Sailing,Sailing Mixed Three Person Keelboat,Silver
Frans Gsta Brodin,M,40,,,Slaghoken,1948,Summer,London,Sailing,Sailing Mixed Three Person Keelboat,Silver
Folke Ivar Reinhold Bohlin,M,50,,,Slaghoken,1956,Summer,Melbourne,Sailing,Sailing Mixed Three Person Keelboat,Gold
Juraj Baa,M,27,186,87,Slovakia,2004,Summer,Athina,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
Danka Bartekov,F,27,170,55,Slovakia,2012,Summer,London,Shooting,Shooting Women's Skeet,Bronze
Matej Beu,M,28,196,83,Slovakia,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, Slalom",Silver
Jolanda eplak (Steblovnik-),F,27,168,54,Slovenia,2004,Summer,Athina,Athletics,Athletics Women's 800 metres,Bronze
Iztok op,M,20,190,89,Slovenia,1992,Summer,Barcelona,Rowing,Rowing Men's Coxless Pairs,Bronze
Iztok op,M,40,190,89,Slovenia,2012,Summer,London,Rowing,Rowing Men's Double Sculls,Bronze
Rajmond Debevec,M,45,182,72,Slovenia,2008,Summer,Beijing,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Bronze
Rajmond Debevec,M,49,182,72,Slovenia,2012,Summer,London,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Bronze
Alenka Dovan,F,18,164,60,Slovenia,1994,Winter,Lillehammer,Alpine Skiing,Alpine Skiing Women's Combined,Bronze
Vesna Fabjan,F,28,170,62,Slovenia,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's Sprint,Bronze
Iztok op,M,28,190,89,Slovenia,2000,Summer,Sydney,Rowing,Rowing Men's Double Sculls,Gold
Rajmond Debevec,M,37,182,72,Slovenia,2000,Summer,Sydney,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Gold
Brigita Bukovec,F,26,168,55,Slovenia,1996,Summer,Atlanta,Athletics,Athletics Women's 100 metres Hurdles,Silver
Iztok op,M,32,190,89,Slovenia,2004,Summer,Athina,Rowing,Rowing Men's Double Sculls,Silver
Edwin James Gordon Charnaud,M,,,,Smyrna,1906,Summer,Athina,Football,Football Men's Football,Silver
Zareh Kircor Couyoumdjian,M,,,,Smyrna,1906,Summer,Athina,Football,Football Men's Football,Silver
Klaus Baard Baess,M,23,,,Snap,1948,Summer,London,Sailing,Sailing Mixed Three Person Keelboat,Bronze
Ole Valdemar Henrik Berntsen,M,33,180,77,Snap,1948,Summer,London,Sailing,Sailing Mixed Three Person Keelboat,Bronze
William Eldred Berntsen,M,36,170,70,Snap,1948,Summer,London,Sailing,Sailing Mixed Three Person Keelboat,Bronze
Adolphe Bernard,M,35,,,Socit Nautique de Bayonne-1,1906,Summer,Athina,Rowing,Rowing Men's Coxed Pairs (1 mile),Bronze
Adolphe Bernard,M,35,,,Socit Nautique de Bayonne-2,1906,Summer,Athina,Rowing,Rowing Men's Coxed Fours,Bronze
Marcel Carlos Paul Gaston Delaplane (De la Plane-),M,24,,,Socit Nautique de la Basse Seine-1,1906,Summer,Athina,Rowing,Rowing Men's Coxed Pairs (1 kilometres),Bronze
Charles Delaporte,M,25,,,Socit Nautique de la Basse Seine-1,1906,Summer,Athina,Rowing,Rowing Men's Coxed Pairs (1 kilometres),Bronze
Marcel Carlos Paul Gaston Delaplane (De la Plane-),M,24,,,Socit Nautique de la Basse Seine-1,1906,Summer,Athina,Rowing,Rowing Men's Coxed Fours,Silver
Charles Delaporte,M,25,,,Socit Nautique de la Basse Seine-1,1906,Summer,Athina,Rowing,Rowing Men's Coxed Fours,Silver
Lon Delignires,M,,,,Socit Nautique de la Basse Seine-1,1906,Summer,Athina,Rowing,Rowing Men's Coxed Fours,Silver
Paul chard,M,,,,Socit Nautique de la Basse Seine-1,1906,Summer,Athina,Rowing,Rowing Men's Coxed Fours,Silver
Moira Abernethy (-Ford),F,17,,,South Africa,1956,Summer,Melbourne,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
Cecil Sebastian Afrika,M,28,175,75,South Africa,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Bronze
"Timothy Ernest Victor Kwizera ""Tim"" Agaba",M,27,193,104,South Africa,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Bronze
"John Duncan ""Johnny"" Arthur",M,18,,,South Africa,1948,Summer,London,Boxing,Boxing Men's Heavyweight,Bronze
Walter Whall Battiss,M,42,,,South Africa,1948,Summer,London,Art Competitions,"Art Competitions Mixed Painting, Graphic Arts",Bronze
Mary Esther Bedford (-Marran),F,21,,,South Africa,1928,Summer,Amsterdam,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
"Daniel Wepener ""Daan"" Bekker",M,24,180,89,South Africa,1956,Summer,Melbourne,Boxing,Boxing Men's Heavyweight,Bronze
Kyle Gie Brown,M,29,182,92,South Africa,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Bronze
"Donovan ""Donnie"" Cech",M,30,198,91,South Africa,2004,Summer,Athina,Rowing,Rowing Men's Coxless Pairs,Bronze
Marjorie Rees Clark (-Smith),F,22,172,65,South Africa,1932,Summer,Los Angeles,Athletics,Athletics Women's 80 metres Hurdles,Bronze
Juan Leon de Jongh,M,28,175,87,South Africa,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Bronze
Ramon di Clemente,M,29,192,89,South Africa,2004,Summer,Athina,Rowing,Rowing Men's Coxless Pairs,Bronze
"Sidney James Montford ""Sid"" Atkinson",M,27,186,76,South Africa,1928,Summer,Amsterdam,Athletics,Athletics Men's 110 metres Hurdles,Gold
Esther Cornelia Brand (van Heerden-),F,29,,,South Africa,1952,Summer,Helsinki,Athletics,Athletics Women's High Jump,Gold
Matthew Brittain,M,25,186,70,South Africa,2012,Summer,London,Rowing,Rowing Men's Lightweight Coxless Fours,Gold
"David Krynauw Enslin ""Dave"" Carstens",M,,,,South Africa,1932,Summer,Los Angeles,Boxing,Boxing Men's Light-Heavyweight,Gold
Gerald Dreyer,M,18,,,South Africa,1948,Summer,London,Boxing,Boxing Men's Lightweight,Gold
Lyndon Ferns,M,20,187,87,South Africa,2004,Summer,Athina,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
"Sidney James Montford ""Sid"" Atkinson",M,23,186,76,South Africa,1924,Summer,Paris,Athletics,Athletics Men's 110 metres Hurdles,Silver
"Daniel Wepener ""Daan"" Bekker",M,28,180,89,South Africa,1960,Summer,Roma,Boxing,Boxing Men's Heavyweight,Silver
"Robert ""Bob"" Bodley",M,41,,,South Africa,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, Prone, 600 metres, Team",Silver
Lawrence Brittain,M,25,187,94,South Africa,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Pairs,Silver
Ferdinand Lindley Augustus Buchanan,M,32,,,South Africa,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, Prone, 600 metres, Team",Silver
Charles Catterall,M,21,,,South Africa,1936,Summer,Berlin,Boxing,Boxing Men's Featherweight,Silver
"Henning Johannes ""Henry"" Dafel",M,31,,,South Africa,1920,Summer,Antwerpen,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
George Anders Estman,M,29,,,South Africa,1952,Summer,Helsinki,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
Wayne Richard Ferreira,M,20,185,85,South Africa,1992,Summer,Barcelona,Tennis,Tennis Men's Doubles,Silver
An Dae-Hyeon,M,25,166,67,South Korea,1988,Summer,Seoul,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Bronze
An Jeong-Hwa,F,27,162,62,South Korea,2008,Summer,Beijing,Handball,Handball Women's Handball,Bronze
Viktor An,M,20,170,65,South Korea,2006,Winter,Torino,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres,Bronze
Bae Min-Hee,F,20,169,56,South Korea,2008,Summer,Beijing,Handball,Handball Women's Handball,Bronze
Baek Myeong-Seon,F,20,173,64,South Korea,1976,Summer,Montreal,Volleyball,Volleyball Women's Volleyball,Bronze
Baek Seong-Dong,M,20,171,66,South Korea,2012,Summer,London,Football,Football Men's Football,Bronze
Bang Dae-Du,M,29,159,52,South Korea,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",Bronze
Byeon Gyeong-Ja,F,20,172,61,South Korea,1976,Summer,Montreal,Volleyball,Volleyball Women's Volleyball,Bronze
Choi Byeong-Cheol,M,30,173,70,South Korea,2012,Summer,London,Fencing,"Fencing Men's Foil, Individual",Bronze
Choi Im-Jeong,F,27,182,75,South Korea,2008,Summer,Beijing,Handball,Handball Women's Handball,Bronze
Choi Min-Ho,M,23,163,65,South Korea,2004,Summer,Athina,Judo,Judo Men's Extra-Lightweight,Bronze
Dang Ye-Seo,F,27,158,50,South Korea,2008,Summer,Beijing,Table Tennis,Table Tennis Women's Team,Bronze
An Byeong-Geun,M,22,172,78,South Korea,1984,Summer,Los Angeles,Judo,Judo Men's Lightweight,Gold
An Han-Bong,M,23,163,62,South Korea,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Gold
An Sang-Mi,F,18,155,48,South Korea,1998,Winter,Nagano,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Gold
Viktor An,M,20,170,65,South Korea,2006,Winter,Torino,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",Gold
Viktor An,M,20,170,65,South Korea,2006,Winter,Torino,Short Track Speed Skating,"Short Track Speed Skating Men's 1,500 metres",Gold
Viktor An,M,20,170,65,South Korea,2006,Winter,Torino,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Gold
